id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_validated;user_validation;creation_date;user_creation;modification_date;user_modification
243;Cockpit window;43857-0183;Rotating table plus camera;Good;false;false;false;surface finish inspected;2024-08-10;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;1;2024-07-09;10;2025-04-10;
244;Fuselage panel;0310-0213;Big robot arm;Almost perfect;false;false;false;surface finish inspected;2024-08-08;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;false;2;2024-11-10;6;2024-12-19;
245;Aileron;0268-1059;Complete inspection;Not Good;false;true;true;;2024-06-11;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;3;2025-02-27;9;2024-10-03;
246;Flap;42291-679;Gantry system;Perfect;false;true;false;;2024-08-24;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;1;2024-08-24;8;2024-12-24;
247;Elevator;0179-0146;Rotating table plus camera;Perfect;false;true;true;;2024-07-16;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;true;3;2025-02-28;10;2024-07-08;
248;Rudder;36987-2298;Gantry system;Perfect;true;false;true;;2025-05-17;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;3;2024-07-29;7;2024-12-23;2
249;Elevator;63868-194;Rotating table plus camera;Perfect;false;true;false;color consistency verified;2025-06-01;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;2;2024-12-21;4;2024-11-24;7
250;Landing gear;51346-042;Rotating table plus camera;Perfect;false;false;true;color consistency verified;2025-04-12;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;2;2025-03-25;5;2025-03-28;3
251;Fuselage panel;47593-459;Gantry system;Not Good;false;true;true;;2025-05-10;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;3;2024-10-22;7;2024-07-11;
252;Cockpit window;54569-0294;Camera only;Really bad;false;true;true;;2024-08-18;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;1;2024-12-25;6;2025-03-09;2
253;Wing A;0517-6510;Rotating table plus camera;Perfect;true;true;true;dimensions measured;2025-01-27;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;1;2024-08-30;7;2025-01-19;
254;Fuselage panel;59726-256;Complete inspection;Almost perfect;false;true;false;packaging condition assessed;2025-01-10;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;1;2024-12-06;4;2024-12-12;
255;Aileron;63629-4720;Big robot arm;Perfect;true;false;true;;2024-06-11;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;3;2025-02-25;6;2025-03-04;7
256;Aileron;55714-4513;Rotating table plus camera;Good;false;true;false;;2025-01-05;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;3;2025-02-12;7;2025-04-10;
257;Landing gear;68400-305;Big robot arm;Good;false;false;false;material composition checked;2025-06-07;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;3;2024-11-20;9;2025-03-19;1
258;Tail fin;12488-1100;Big robot arm;Almost perfect;false;false;true;packaging condition assessed;2025-04-18;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;2;2024-09-13;5;2025-05-28;
259;Elevator;57520-0575;Camera only;Destroyed;false;false;true;surface finish inspected;2024-08-09;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;3;2024-10-06;9;2025-01-25;
260;Flap;24236-727;Camera only;Not Good;true;false;false;material composition checked;2024-07-09;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;1;2024-06-19;7;2024-06-21;
261;Flap;63739-460;Complete inspection;Almost perfect;true;false;false;;2024-10-21;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;1;2024-06-23;5;2024-06-23;
262;Cockpit window;60793-116;Rotating table plus camera;Almost perfect;true;false;true;surface finish inspected;2024-11-18;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;1;2025-01-31;10;2025-04-20;
263;Rudder;0615-7604;Big robot arm;Average;false;false;true;;2024-06-19;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;1;2024-07-25;10;2024-11-03;
264;Fuselage panel;0615-7716;Gantry system;Perfect;true;false;true;surface finish inspected;2025-02-25;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;2;2024-08-14;9;2024-10-24;
265;Tail fin;65841-260;Big robot arm;Not Good;false;false;true;;2025-02-28;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;1;2024-12-12;5;2024-07-17;
266;Elevator;64380-741;Big robot arm;Good;false;true;true;;2025-02-27;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;1;2025-01-07;6;2025-01-13;6
267;Landing gear;62985-5081;Complete inspection;Average;false;true;false;;2025-04-30;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;3;2024-08-27;5;2024-08-09;
268;Engine cover;0409-0144;Camera only;Really bad;false;true;true;;2024-06-16;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;3;2025-03-14;4;2025-03-15;
269;Flap;63629-3345;Gantry system;Really bad;false;false;true;;2024-06-21;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;2;2024-07-20;4;2025-04-13;
270;Rudder;53808-0577;Complete inspection;Average;false;true;false;;2025-04-13;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;2;2025-02-12;7;2024-07-12;
271;Elevator;0268-1000;Complete inspection;Not Good;false;true;true;packaging condition assessed;2024-08-24;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;3;2024-08-27;4;2024-07-19;10
272;Elevator;41520-008;Camera only;Average;true;false;true;color consistency verified;2024-06-15;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;1;2024-06-22;7;2024-09-21;
273;Tail fin;21695-819;Complete inspection;Perfect;false;true;false;dimensions measured;2025-01-09;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;1;2024-09-17;10;2025-01-02;
274;Fuselage panel;36987-1556;Camera only;Perfect;true;false;false;dimensions measured;2025-02-18;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;2;2025-01-26;4;2024-12-24;
275;Landing gear;63629-2912;Camera only;Almost perfect;true;true;false;;2025-05-26;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;2;2024-10-03;8;2024-09-13;
276;Flap;10819-5003;Complete inspection;Average;true;true;true;;2024-08-30;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;1;2025-01-02;4;2024-12-30;9
277;Tail fin;50268-110;Rotating table plus camera;Not Good;true;true;true;;2025-02-02;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;3;2024-08-29;5;2024-10-14;
278;Landing gear;65841-721;Complete inspection;Destroyed;false;true;false;;2025-02-21;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;1;2025-01-15;9;2025-03-09;
279;Fuselage panel;49999-024;Camera only;Average;false;false;true;;2024-07-29;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;2;2025-02-21;5;2025-04-04;
280;Aileron;41250-055;Big robot arm;Almost perfect;false;true;false;packaging condition assessed;2024-11-25;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;2;2024-09-08;10;2024-06-27;
281;Wing A;60505-2608;Big robot arm;Average;false;false;false;;2025-04-12;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;1;2024-07-29;6;2024-08-22;
282;Fuselage panel;55319-237;Rotating table plus camera;Average;false;true;false;;2025-04-30;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;3;2025-02-22;4;2025-01-21;
283;Elevator;0363-0196;Gantry system;Good;true;false;false;;2025-02-06;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;2;2025-03-26;9;2024-08-20;
284;Flap;55319-271;Rotating table plus camera;Not Good;false;true;true;;2025-01-17;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;3;2024-11-10;5;2024-06-11;
285;Wing A;0942-6319;Camera only;Average;true;false;true;;2024-06-12;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;2;2024-06-24;5;2024-07-17;
286;Engine cover;0904-0005;Big robot arm;Not Good;false;true;false;;2024-08-17;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;true;1;2024-12-12;8;2025-01-15;
287;Cockpit window;51079-345;Gantry system;Good;false;false;true;;2025-01-04;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;2;2025-04-03;10;2024-07-06;
288;Flap;65044-3714;Camera only;Destroyed;true;true;false;color consistency verified;2025-04-07;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;2;2024-08-17;6;2024-07-07;
289;Tail fin;11822-9004;Complete inspection;Average;false;false;true;;2024-10-11;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;2;2024-12-09;6;2024-12-16;
290;Aileron;55111-225;Gantry system;Not Good;true;true;true;material composition checked;2024-09-16;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;2;2024-09-05;6;2024-09-13;
291;Tail fin;43269-710;Gantry system;Average;true;false;false;;2025-03-30;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;1;2024-09-05;10;2025-01-02;1
292;Engine cover;63187-021;Complete inspection;Not Good;false;true;true;surface finish inspected;2024-12-29;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;2;2024-07-07;5;2024-10-10;8
293;Rudder;49967-085;Camera only;Really bad;true;true;true;material composition checked;2025-01-30;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;3;2024-11-01;4;2025-04-14;7
294;Elevator;42333-101;Gantry system;Not Good;true;false;false;surface finish inspected;2025-04-18;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;3;2024-09-15;9;2024-12-10;
295;Aileron;49349-927;Complete inspection;Almost perfect;false;true;false;;2024-12-15;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;false;1;2024-08-03;5;2025-04-29;
296;Aileron;68472-089;Gantry system;Perfect;true;false;false;;2025-04-25;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;2;2024-11-30;5;2024-07-17;
297;Aileron;0074-2282;Gantry system;Almost perfect;false;false;true;;2024-06-12;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;true;1;2025-03-25;9;2025-02-02;
298;Cockpit window;61957-0907;Camera only;Average;true;false;false;;2024-11-03;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;3;2025-05-04;10;2025-04-22;
299;Tail fin;11559-739;Camera only;Really bad;true;true;false;;2024-11-23;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;3;2024-07-10;5;2024-08-12;
300;Fuselage panel;0591-3128;Rotating table plus camera;Perfect;false;false;true;packaging condition assessed;2024-12-28;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;false;1;2025-01-05;9;2025-03-30;9
301;Cockpit window;16590-376;Camera only;Good;false;true;false;weight recorded;2024-06-20;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;1;2025-05-15;9;2025-01-21;
302;Wing A;59970-075;Gantry system;Almost perfect;true;false;false;color consistency verified;2025-01-21;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;1;2024-12-14;7;2024-10-19;
303;Wing A;63629-3859;Camera only;Really bad;true;false;false;packaging condition assessed;2025-02-18;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;1;2024-10-05;4;2024-10-28;
304;Elevator;57337-003;Complete inspection;Good;true;false;false;;2025-01-04;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;2;2025-03-14;6;2024-11-21;
305;Rudder;52544-982;Camera only;Average;true;false;true;packaging condition assessed;2025-03-18;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;true;3;2024-06-16;6;2024-10-02;
306;Wing A;43846-0036;Rotating table plus camera;Average;true;false;true;;2025-05-10;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;2;2025-04-24;10;2024-12-04;9
307;Tail fin;22431-526;Camera only;Destroyed;true;false;true;;2025-03-05;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;1;2024-11-14;8;2024-11-20;
308;Tail fin;21695-020;Complete inspection;Destroyed;true;false;false;;2024-12-18;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;true;3;2024-11-15;4;2024-06-16;
309;Aileron;43857-0300;Gantry system;Perfect;false;false;true;color consistency verified;2024-06-23;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;1;2024-12-22;9;2024-09-09;
310;Tail fin;52410-3020;Big robot arm;Perfect;true;false;true;material composition checked;2024-10-02;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;2;2025-03-03;7;2025-05-10;
311;Aileron;63739-545;Gantry system;Good;false;false;true;;2025-04-11;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;2;2024-09-05;10;2024-11-20;
312;Elevator;63323-212;Big robot arm;Perfect;true;true;false;;2024-12-26;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;1;2025-03-29;7;2024-10-25;
313;Wing A;68180-115;Big robot arm;Average;false;false;true;dimensions measured;2025-01-30;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;3;2025-06-02;10;2024-09-26;
314;Aileron;50988-191;Rotating table plus camera;Really bad;true;true;false;;2024-08-07;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;3;2024-06-27;10;2024-10-17;10
315;Rudder;60760-515;Camera only;Not Good;false;false;false;;2024-07-04;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;true;3;2024-12-26;6;2024-10-19;
316;Wing A;36987-2486;Complete inspection;Not Good;true;true;true;color consistency verified;2024-11-21;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;1;2024-09-12;10;2025-04-04;
317;Cockpit window;54569-3322;Complete inspection;Perfect;true;false;false;;2025-02-03;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;3;2024-07-11;6;2024-11-17;7
318;Flap;68828-075;Complete inspection;Really bad;true;true;false;;2025-01-15;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;2;2025-05-09;4;2025-01-19;8
319;Landing gear;52959-579;Camera only;Almost perfect;true;false;false;;2025-04-12;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;1;2025-03-05;7;2024-12-21;
320;Cockpit window;51079-126;Rotating table plus camera;Almost perfect;true;true;true;;2025-02-25;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;2;2024-08-27;4;2025-01-20;
321;Fuselage panel;0113-0404;Complete inspection;Destroyed;true;false;false;weight recorded;2025-05-28;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;3;2025-06-09;10;2025-03-04;
322;Elevator;59779-335;Rotating table plus camera;Almost perfect;false;true;true;;2024-10-28;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;1;2024-11-13;4;2024-08-31;6
323;Wing A;25021-140;Big robot arm;Destroyed;false;true;false;;2024-11-25;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;3;2024-08-31;4;2025-05-03;
324;Aileron;60760-239;Gantry system;Destroyed;true;false;false;;2025-04-22;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;2;2024-11-14;10;2025-04-19;
325;Wing A;59115-065;Camera only;Good;false;true;false;;2025-04-22;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;3;2024-09-26;9;2025-01-17;
326;Elevator;52584-805;Gantry system;Really bad;true;false;true;material composition checked;2024-11-23;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;1;2025-06-06;6;2024-10-18;
327;Elevator;68703-043;Camera only;Almost perfect;true;true;false;;2024-08-03;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;3;2025-02-15;7;2024-12-04;
328;Rudder;0268-6677;Gantry system;Really bad;false;true;false;;2024-12-16;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;3;2024-10-06;6;2025-03-25;
329;Fuselage panel;0832-0400;Rotating table plus camera;Destroyed;false;false;true;;2025-04-01;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;3;2025-05-17;6;2024-12-06;
330;Landing gear;16590-101;Big robot arm;Destroyed;false;true;false;material composition checked;2024-10-31;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;2;2024-07-29;7;2024-10-16;
331;Aileron;49884-136;Rotating table plus camera;Really bad;false;true;true;packaging condition assessed;2024-11-14;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;2;2024-10-03;9;2024-10-16;4
332;Elevator;0378-1430;Complete inspection;Almost perfect;true;true;false;material composition checked;2025-06-05;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;1;2024-10-27;4;2024-09-11;
333;Elevator;62670-4591;Gantry system;Really bad;false;true;false;packaging condition assessed;2024-11-10;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;1;2024-09-21;5;2025-01-08;
334;Tail fin;33261-393;Camera only;Average;false;false;true;color consistency verified;2024-08-04;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;false;2;2024-07-13;6;2024-12-03;
335;Engine cover;63739-469;Gantry system;Almost perfect;false;false;false;surface finish inspected;2024-12-30;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;1;2025-01-23;7;2024-10-26;
336;Elevator;68094-205;Rotating table plus camera;Perfect;true;true;false;surface finish inspected;2024-12-22;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;3;2025-02-04;8;2025-01-11;
337;Rudder;37000-185;Complete inspection;Not Good;false;false;false;;2025-01-27;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;1;2024-08-06;6;2025-04-01;
338;Elevator;55154-9410;Big robot arm;Destroyed;false;true;true;material composition checked;2025-04-10;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;1;2025-04-30;5;2024-11-20;
339;Aileron;55154-3482;Camera only;Perfect;false;false;true;;2025-04-22;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;2;2025-01-04;8;2025-03-05;
340;Engine cover;33261-737;Complete inspection;Almost perfect;false;false;true;;2025-04-17;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;2;2024-06-20;5;2024-09-05;
341;Fuselage panel;52072-001;Camera only;Average;true;false;true;;2024-12-09;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;2;2024-09-07;8;2024-12-20;
342;Tail fin;0132-0185;Rotating table plus camera;Average;false;false;false;surface finish inspected;2025-02-08;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;3;2024-06-23;5;2024-09-11;7
343;Aileron;37205-692;Camera only;Not Good;true;false;false;weight recorded;2025-02-28;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;1;2024-09-03;5;2024-11-07;
344;Cockpit window;54569-2198;Gantry system;Destroyed;true;false;true;material composition checked;2024-12-07;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;1;2025-01-28;10;2024-11-13;
345;Flap;68462-245;Camera only;Not Good;true;false;true;color consistency verified;2024-09-05;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;3;2025-03-05;5;2024-10-03;
346;Rudder;49884-214;Rotating table plus camera;Destroyed;true;true;true;packaging condition assessed;2025-01-26;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;2;2025-04-12;5;2024-06-21;10
347;Aileron;49288-0281;Camera only;Average;false;false;true;dimensions measured;2025-01-30;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;3;2024-10-26;6;2025-03-06;
348;Elevator;0699-5727;Gantry system;Not Good;false;true;false;surface finish inspected;2024-12-03;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;1;2025-03-31;10;2025-03-17;
349;Elevator;49035-158;Gantry system;Perfect;false;false;true;;2025-03-06;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;true;3;2025-03-15;5;2024-11-28;
350;Rudder;64942-1332;Rotating table plus camera;Really bad;true;false;true;;2024-12-02;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;1;2025-03-25;10;2025-01-25;
351;Tail fin;67858-001;Big robot arm;Destroyed;false;true;true;packaging condition assessed;2024-11-16;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;3;2024-09-30;6;2024-10-04;
352;Aileron;55910-693;Complete inspection;Almost perfect;true;false;false;;2024-09-23;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;1;2025-02-10;6;2024-11-29;
353;Landing gear;36987-2916;Complete inspection;Almost perfect;true;true;true;;2024-07-13;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;2;2024-06-15;10;2024-11-26;6
354;Elevator;55154-0216;Camera only;Perfect;false;true;true;;2024-06-16;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;true;2;2024-10-16;9;2024-09-25;
355;Wing A;52125-379;Camera only;Perfect;true;true;false;color consistency verified;2024-11-29;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;3;2024-06-15;9;2025-01-28;
356;Tail fin;59762-0702;Camera only;Almost perfect;false;false;false;;2025-03-24;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;true;3;2025-03-24;10;2025-02-07;1
357;Flap;47335-788;Camera only;Really bad;false;true;true;weight recorded;2024-09-13;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;2;2024-07-21;10;2024-11-26;
358;Cockpit window;50184-1030;Big robot arm;Average;false;true;false;color consistency verified;2024-08-29;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;2;2024-09-22;6;2025-01-22;
359;Cockpit window;55289-048;Rotating table plus camera;Almost perfect;false;true;false;;2025-04-22;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;3;2024-10-21;10;2024-08-07;
360;Rudder;61703-332;Camera only;Not Good;true;false;false;surface finish inspected;2024-10-24;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;false;1;2025-06-05;4;2024-07-23;
361;Elevator;51079-513;Rotating table plus camera;Really bad;false;true;false;;2024-09-18;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;2;2025-05-01;5;2024-07-21;
362;Aileron;42043-192;Camera only;Really bad;false;false;false;packaging condition assessed;2024-06-28;ftp://inspection-server/aircraft/B777/engine/EC003_20240313/photos/;false;1;2025-04-06;5;2024-10-07;
363;Flap;10565-070;Big robot arm;Perfect;false;true;true;;2024-08-13;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;2;2025-05-27;8;2025-05-07;
364;Aileron;0179-0118;Rotating table plus camera;Perfect;true;false;false;;2024-09-23;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;false;3;2025-05-01;8;2025-05-05;
365;Cockpit window;68084-663;Gantry system;Really bad;true;true;true;;2024-12-10;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;1;2024-08-09;7;2024-06-16;
366;Cockpit window;69097-151;Complete inspection;Perfect;false;false;false;color consistency verified;2024-11-01;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;1;2025-05-26;9;2024-10-27;7
367;Engine cover;10356-820;Rotating table plus camera;Perfect;true;false;true;packaging condition assessed;2024-11-13;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;2;2024-09-01;5;2024-12-12;
368;Aileron;55319-179;Complete inspection;Really bad;false;false;false;color consistency verified;2025-05-06;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;3;2024-10-13;4;2025-02-18;
369;Flap;68428-719;Camera only;Average;false;true;false;;2024-10-22;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;true;2;2024-12-11;5;2024-10-03;
370;Aileron;55289-781;Complete inspection;Almost perfect;true;false;true;;2025-02-25;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;2;2025-02-21;6;2024-11-18;
371;Landing gear;68151-4504;Rotating table plus camera;Really bad;true;false;true;;2024-07-08;ftp://inspection-server/aircraft/B787/apu/APU008_20240308/thermal_scans/;true;2;2024-12-30;6;2024-06-21;
372;Fuselage panel;49349-849;Complete inspection;Not Good;false;false;false;;2024-08-07;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;1;2025-02-01;7;2024-08-07;
373;Tail fin;61957-0310;Complete inspection;Perfect;true;false;true;;2025-05-04;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;2;2024-09-08;9;2024-08-12;2
374;Flap;55154-8289;Camera only;Really bad;false;false;true;;2025-03-22;ftp://inspection-server/aircraft/A320neo/nose/NC007_20240309/strike_analysis/;true;2;2024-08-11;10;2025-03-01;
375;Tail fin;0074-4637;Gantry system;Good;true;false;true;color consistency verified;2025-04-23;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;false;1;2024-09-02;4;2025-02-06;
376;Cockpit window;36987-2888;Rotating table plus camera;Good;false;true;true;;2024-07-14;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;true;1;2025-02-08;5;2024-09-12;
377;Engine cover;68828-164;Complete inspection;Destroyed;false;true;false;dimensions measured;2024-07-05;ftp://inspection-server/aircraft/A350/fuselage/FS004_20240312/inspection/;false;1;2025-01-08;9;2024-08-29;8
378;Fuselage panel;35000-800;Big robot arm;Average;true;true;false;;2025-04-23;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;false;2;2024-11-30;5;2025-01-15;
379;Engine cover;44118-800;Big robot arm;Almost perfect;true;false;true;;2024-06-16;ftp://inspection-server/aircraft/B747/doors/CD006_20240310/assessment/;false;2;2024-11-01;8;2025-04-02;
380;Aileron;40057-2001;Big robot arm;Not Good;true;false;false;weight recorded;2025-03-07;ftp://inspection-server/aircraft/A380/tail/TR005_20240311/damage_report/;true;3;2024-11-12;10;2024-08-09;3
381;Flap;52083-231;Big robot arm;Really bad;true;true;true;;2025-02-21;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;true;1;2024-07-14;8;2024-08-05;
382;Engine cover;36987-2447;Rotating table plus camera;Really bad;false;false;true;surface finish inspected;2025-05-24;ftp://inspection-server/aircraft/B737/landing_gear/LG002_20240314/scans/;false;2;2025-03-04;7;2024-08-03;9
383;Wing A;52257-1100;Complete inspection;Destroyed;true;false;true;material composition checked;2024-10-11;ftp://inspection-server/aircraft/A320/wing_panels/WP001_20240315/;false;3;2025-04-24;7;2024-06-14;1
