id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_status;user_validation;validation_date;creation_date;user_creation;modification_date;user_modification;deleted
201;Rudder;0378-2098;Camera only;Almost perfect;false;false;false;;2025-01-04;ftp://inspection-server/aircraft/B737/Rudder/0378-2098/2025-01-04;VALIDATED;1;2025-01-07 20:00:30;2025-01-04 21:06:13;9;2025-01-07 20:00:30;1;false
202;Flap;43269-747;Complete inspection;Really bad;true;true;true;;2024-11-24;ftp://inspection-server/aircraft/B747/Flap/43269-747/2024-11-24;VALIDATED;1;2024-11-30 07:08:32;2024-11-24 20:43:34;10;2024-11-30 07:08:32;1;false
203;Flap;61786-024;Gantry system;Not good;false;false;true;;2025-04-20;ftp://inspection-server/aircraft/A380/Flap/61786-024/2025-04-20;PENDING;;;2025-04-20 07:42:14;9;;;false
204;Elevator;0703-1020;Complete inspection;Perfect;false;false;false;dimensions measured;2024-06-16;ftp://inspection-server/aircraft/Elevator/0703-1020/2024-06-16;REJECTED;;;2024-06-16 16:48:37;4;;;false
205;Flap;65862-226;Camera only;Good;true;false;false;dimensions measured;2024-06-17;ftp://inspection-server/aircraft/B787/Flap/65862-226/2024-06-17;VALIDATED;2;2024-06-20 13:17:50;2024-06-17 07:40:35;7;2024-06-20 13:17:50;2;false
206;Wing A;59746-175;Big robot arm;Destroyed;true;true;true;dimensions measured;2024-12-30;ftp://inspection-server/aircraft/B737/Wing A/59746-175/2024-12-30;VALIDATED;1;2025-01-04 08:34:07;2024-12-30 21:59:21;10;2025-01-04 08:34:07;1;false
207;Cockpit window;76485-1035;Complete inspection;Really bad;false;true;true;color consistency verified;2024-12-24;ftp://inspection-server/aircraft/A350/Cockpit window/76485-1035/2024-12-24;PENDING;;;2024-12-24 14:01:39;10;;;false
208;Rudder;76119-1441;Gantry system;Almost perfect;false;false;false;color consistency verified;2025-02-12;ftp://inspection-server/aircraft/Rudder/76119-1441/2025-02-12;VALIDATED;1;2025-02-15 17:58:07;2025-02-12 05:27:16;7;2025-02-15 17:58:07;1;false
209;Wing A;21695-418;Big robot arm;Really bad;false;true;true;;2024-09-10;ftp://inspection-server/aircraft/Wing A/21695-418/2024-09-10;PENDING;;;2024-09-10 15:39:57;6;;;false
210;Flap;63940-536;Complete inspection;Average;true;true;false;;2024-11-18;ftp://inspection-server/aircraft/B737/Flap/63940-536/2024-11-18;PENDING;;;2024-11-18 11:02:29;9;;;false
211;Fuselage panel;75983-555;Gantry system;Not good;true;false;true;;2025-03-31;ftp://inspection-server/aircraft/B787/Fuselage panel/75983-555/2025-03-31;VALIDATED;3;2025-04-05 04:50:15;2025-03-31 20:53:07;7;2025-04-05 04:50:15;3;false
212;Cockpit window;55648-924;Big robot arm;Not good;false;true;false;;2025-02-09;ftp://inspection-server/aircraft/A320neo/Cockpit window/55648-924/2025-02-09;VALIDATED;2;2025-02-10 06:05:42;2025-02-09 02:27:20;9;2025-02-10 06:05:42;2;false
213;Elevator;0436-0946;Rotating table plus camera;Really bad;true;false;true;;2024-07-21;ftp://inspection-server/aircraft/B737/Elevator/0436-0946/2024-07-21;VALIDATED;2;2024-07-28 01:07:53;2024-07-21 14:31:32;6;2024-07-28 01:07:53;2;false
214;Fuselage panel;51523-114;Rotating table plus camera;Really bad;true;true;true;;2025-04-17;ftp://inspection-server/aircraft/B747/Fuselage panel/51523-114/2025-04-17;VALIDATED;3;2025-04-24 05:48:07;2025-04-17 20:04:14;6;2025-04-24 05:48:07;3;false
215;Tail fin;63138-120;Gantry system;Not good;true;false;false;;2024-07-11;ftp://inspection-server/aircraft/B737/Tail fin/63138-120/2024-07-11;VALIDATED;1;2024-07-16 15:18:17;2024-07-11 04:08:34;4;2024-07-16 15:18:17;1;false
216;Elevator;55154-9379;Complete inspection;Good;false;false;false;;2025-06-10;ftp://inspection-server/aircraft/A380/Elevator/55154-9379/2025-06-10;PENDING;;;2025-06-10 02:22:27;7;;;false
217;Landing gear;0268-6213;Rotating table plus camera;Good;true;false;false;color consistency verified;2025-04-03;ftp://inspection-server/aircraft/B747/Landing gear/0268-6213/2025-04-03;PENDING;;;2025-04-03 16:35:05;8;;;false
218;Rudder;55714-4458;Gantry system;Not good;false;true;true;surface finish inspected;2025-05-02;ftp://inspection-server/aircraft/A380/Rudder/55714-4458/2025-05-02;PENDING;;;2025-05-02 22:03:51;7;;;false
219;Wing A;60986-1009;Big robot arm;Not good;false;true;false;;2024-10-21;ftp://inspection-server/aircraft/B737/Wing A/60986-1009/2024-10-21;PENDING;;;2024-10-21 10:49:29;5;;;false
220;Rudder;64406-911;Gantry system;Not good;true;true;false;;2024-10-06;ftp://inspection-server/aircraft/A380/Rudder/64406-911/2024-10-06;VALIDATED;1;2024-10-10 05:26:34;2024-10-06 09:59:48;9;2024-10-10 05:26:34;1;false
221;Fuselage panel;55670-050;Gantry system;Not good;false;true;true;surface finish inspected;2024-07-08;ftp://inspection-server/aircraft/B737/Fuselage panel/55670-050/2024-07-08;VALIDATED;2;2024-07-15 04:18:12;2024-07-08 11:23:51;10;2024-07-15 04:18:12;2;false
222;Flap;54868-5463;Camera only;Good;false;false;false;;2024-12-10;ftp://inspection-server/aircraft/B777/Flap/54868-5463/2024-12-10;PENDING;;;2024-12-10 06:50:21;5;;;false
223;Elevator;52686-283;Rotating table plus camera;Average;true;false;true;color consistency verified;2024-12-31;ftp://inspection-server/aircraft/B787/Elevator/52686-283/2024-12-31;PENDING;;;2024-12-31 01:10:12;5;;;false
224;Fuselage panel;59779-019;Big robot arm;Not good;true;false;true;surface finish inspected;2025-01-04;ftp://inspection-server/aircraft/Fuselage panel/59779-019/2025-01-04;VALIDATED;1;2025-01-07 14:22:44;2025-01-04 00:15:22;8;2025-01-07 14:22:44;1;false
225;Landing gear;17238-192;Complete inspection;Good;false;false;false;;2024-12-22;ftp://inspection-server/aircraft/Landing gear/17238-192/2024-12-22;VALIDATED;1;2024-12-28 02:22:32;2024-12-22 17:59:20;8;2024-12-28 02:22:32;1;false
226;Tail fin;14783-328;Complete inspection;Good;false;false;false;material composition checked;2024-10-20;ftp://inspection-server/aircraft/B737/Tail fin/14783-328/2024-10-20;VALIDATED;1;2024-10-23 10:11:40;2024-10-20 07:16:29;9;2024-10-23 10:11:40;1;false
227;Aileron;0280-1126;Gantry system;Good;false;false;true;dimensions measured;2025-02-03;ftp://inspection-server/aircraft/A350/Aileron/0280-1126/2025-02-03;VALIDATED;1;2025-02-06 01:26:14;2025-02-03 19:26:23;10;2025-02-06 01:26:14;1;false
228;Engine cover;0378-0211;Gantry system;Average;false;true;false;;2025-04-27;ftp://inspection-server/aircraft/B737/Engine cover/0378-0211/2025-04-27;VALIDATED;3;2025-04-28 03:16:59;2025-04-27 10:05:50;4;2025-04-28 03:16:59;3;false
229;Wing A;57520-0077;Big robot arm;Not good;false;true;true;material composition checked;2024-11-23;ftp://inspection-server/aircraft/A320neo/Wing A/57520-0077/2024-11-23;VALIDATED;2;2024-11-27 01:44:37;2024-11-23 21:54:39;4;2024-11-27 01:44:37;2;false
230;Engine cover;0093-0199;Complete inspection;Destroyed;true;true;true;;2024-09-22;ftp://inspection-server/aircraft/A380/Engine cover/0093-0199/2024-09-22;VALIDATED;2;2024-09-27 19:53:26;2024-09-22 22:56:03;6;2024-09-27 19:53:26;2;false
231;Rudder;67877-242;Gantry system;Not good;true;false;false;;2024-09-24;ftp://inspection-server/aircraft/A350/Rudder/67877-242/2024-09-24;VALIDATED;1;2024-09-27 18:04:28;2024-09-24 22:47:02;5;2024-09-27 18:04:28;1;false
232;Landing gear;49035-998;Gantry system;Good;false;true;false;;2024-06-28;ftp://inspection-server/aircraft/Landing gear/49035-998/2024-06-28;VALIDATED;1;2024-06-28 07:34:28;2024-06-28 04:23:19;5;2024-06-28 07:34:28;1;false
233;Rudder;68387-345;Camera only;Really bad;false;true;true;color consistency verified;2024-07-04;ftp://inspection-server/aircraft/B737/Rudder/68387-345/2024-07-04;PENDING;;;2024-07-04 13:51:34;10;;;false
234;Elevator;49884-821;Gantry system;Not good;false;true;true;;2025-03-04;ftp://inspection-server/aircraft/A320neo/Elevator/49884-821/2025-03-04;PENDING;;;2025-03-04 16:13:21;7;;;false
235;Aileron;23558-0569;Complete inspection;Really bad;true;true;true;;2025-03-10;ftp://inspection-server/aircraft/B787/Aileron/23558-0569/2025-03-10;PENDING;;;2025-03-10 18:58:56;4;;;false
236;Rudder;49349-723;Gantry system;Not good;true;false;false;;2024-09-26;ftp://inspection-server/aircraft/A320neo/Rudder/49349-723/2024-09-26;VALIDATED;1;2024-10-01 17:19:52;2024-09-26 16:44:36;4;2024-10-01 17:19:52;1;false
237;Aileron;43538-120;Rotating table plus camera;Not good;false;true;true;;2025-05-07;ftp://inspection-server/aircraft/B787/Aileron/43538-120/2025-05-07;PENDING;;;2025-05-07 11:52:32;7;;;false
238;Aileron;33261-049;Big robot arm;Really bad;true;true;true;weight recorded;2025-01-06;ftp://inspection-server/aircraft/A380/Aileron/33261-049/2025-01-06;VALIDATED;2;2025-01-11 14:48:29;2025-01-06 00:19:14;10;2025-01-11 14:48:29;2;false
239;Flap;0228-2540;Rotating table plus camera;Average;false;false;true;;2025-03-29;ftp://inspection-server/aircraft/B737/Flap/0228-2540/2025-03-29;VALIDATED;1;2025-04-04 21:37:36;2025-03-29 23:13:45;5;2025-04-04 21:37:36;1;false
240;Tail fin;68220-130;Gantry system;Not good;false;false;true;dimensions measured;2025-06-06;ftp://inspection-server/aircraft/B747/Tail fin/68220-130/2025-06-06;VALIDATED;3;2025-06-13 07:11:43;2025-06-06 14:21:16;6;2025-06-13 07:11:43;3;false
241;Landing gear;62362-169;Rotating table plus camera;Average;true;true;false;color consistency verified;2024-11-25;ftp://inspection-server/aircraft/B787/Landing gear/62362-169/2024-11-25;VALIDATED;2;2024-12-02 13:01:50;2024-11-25 14:53:23;6;2024-12-02 13:01:50;2;false
242;Fuselage panel;68382-142;Camera only;Good;false;true;false;material composition checked;2024-08-23;ftp://inspection-server/aircraft/A380/Fuselage panel/68382-142/2024-08-23;VALIDATED;1;2024-08-25 11:01:47;2024-08-23 08:16:13;10;2024-08-25 11:01:47;1;false
243;Cockpit window;43857-0183;Rotating table plus camera;Perfect;false;false;false;surface finish inspected;2024-08-10;ftp://inspection-server/aircraft/A380/Cockpit window/43857-0183/2024-08-10;VALIDATED;2;2024-08-16 03:24:12;2024-08-10 11:45:14;10;2024-08-16 03:24:12;2;false
244;Fuselage panel;0310-0213;Big robot arm;Good;false;false;false;surface finish inspected;2024-08-08;ftp://inspection-server/aircraft/B737/Fuselage panel/0310-0213/2024-08-08;VALIDATED;2;2024-08-12 11:18:07;2024-08-08 04:35:14;6;2024-08-12 11:18:07;2;false
245;Aileron;0268-1059;Complete inspection;Average;false;true;true;;2024-06-11;ftp://inspection-server/aircraft/A380/Aileron/0268-1059/2024-06-11;PENDING;;;2024-06-11 04:17:11;9;;;false
246;Flap;42291-679;Gantry system;Not good;false;true;false;;2024-08-24;ftp://inspection-server/aircraft/B787/Flap/42291-679/2024-08-24;VALIDATED;2;2024-08-29 04:05:15;2024-08-24 16:56:33;8;2024-08-29 04:05:15;2;false
247;Elevator;0179-0146;Rotating table plus camera;Really bad;false;true;true;;2024-07-16;ftp://inspection-server/aircraft/A320neo/Elevator/0179-0146/2024-07-16;VALIDATED;3;2024-07-22 05:07:56;2024-07-16 16:29:15;10;2024-07-22 05:07:56;3;false
248;Rudder;36987-2298;Gantry system;Average;true;false;true;;2025-05-17;ftp://inspection-server/aircraft/B787/Rudder/36987-2298/2025-05-17;VALIDATED;3;2025-05-19 04:28:53;2025-05-17 20:46:05;7;2025-05-19 04:28:53;3;false
249;Elevator;63868-194;Rotating table plus camera;Not good;false;true;false;color consistency verified;2025-06-01;ftp://inspection-server/aircraft/A380/Elevator/63868-194/2025-06-01;PENDING;;;2025-06-01 03:36:10;4;;;false
250;Landing gear;51346-042;Rotating table plus camera;Not good;false;false;true;color consistency verified;2025-04-12;ftp://inspection-server/aircraft/A350/Landing gear/51346-042/2025-04-12;VALIDATED;1;2025-04-17 16:58:43;2025-04-12 21:47:12;5;2025-04-17 16:58:43;1;false
251;Fuselage panel;47593-459;Gantry system;Average;false;true;true;;2025-05-10;ftp://inspection-server/aircraft/B747/Fuselage panel/47593-459/2025-05-10;VALIDATED;3;2025-05-11 06:22:52;2025-05-10 16:20:53;7;2025-05-11 06:22:52;3;false
252;Cockpit window;54569-0294;Camera only;Not good;false;true;true;;2024-08-18;ftp://inspection-server/aircraft/B787/Cockpit window/54569-0294/2024-08-18;VALIDATED;3;2024-08-22 22:21:57;2024-08-18 01:01:52;6;2024-08-22 22:21:57;3;false
253;Wing A;0517-6510;Rotating table plus camera;Really bad;true;true;true;dimensions measured;2025-01-27;ftp://inspection-server/aircraft/B747/Wing A/0517-6510/2025-01-27;REJECTED;;;2025-01-27 00:23:44;7;;;false
254;Fuselage panel;59726-256;Complete inspection;Average;false;true;false;packaging condition assessed;2025-01-10;ftp://inspection-server/aircraft/B747/Fuselage panel/59726-256/2025-01-10;VALIDATED;1;2025-01-14 21:27:42;2025-01-10 19:41:25;4;2025-01-14 21:27:42;1;false
255;Aileron;63629-4720;Big robot arm;Really bad;true;false;true;;2024-06-11;ftp://inspection-server/aircraft/B737/Aileron/63629-4720/2024-06-11;VALIDATED;3;2024-06-13 09:46:50;2024-06-11 19:38:56;6;2024-06-13 09:46:50;3;false
256;Aileron;55714-4513;Rotating table plus camera;Good;false;true;false;;2025-01-05;ftp://inspection-server/aircraft/B787/Aileron/55714-4513/2025-01-05;VALIDATED;3;2025-01-06 22:38:23;2025-01-05 05:03:25;7;2025-01-06 22:38:23;3;false
257;Landing gear;68400-305;Big robot arm;Perfect;false;false;false;material composition checked;2025-06-07;ftp://inspection-server/aircraft/A350/Landing gear/68400-305/2025-06-07;VALIDATED;3;2025-06-12 09:22:14;2025-06-07 08:16:07;9;2025-06-12 09:22:14;3;false
258;Tail fin;12488-1100;Big robot arm;Not good;false;false;true;packaging condition assessed;2025-04-18;ftp://inspection-server/aircraft/B787/Tail fin/12488-1100/2025-04-18;PENDING;;;2025-04-18 15:55:45;5;;;false
259;Elevator;57520-0575;Camera only;Good;false;false;true;surface finish inspected;2024-08-09;ftp://inspection-server/aircraft/A350/Elevator/57520-0575/2024-08-09;PENDING;;;2024-08-09 15:10:45;9;;;false
260;Flap;24236-727;Camera only;Not good;true;false;false;material composition checked;2024-07-09;ftp://inspection-server/aircraft/A380/Flap/24236-727/2024-07-09;VALIDATED;1;2024-07-12 15:59:36;2024-07-09 12:13:56;7;2024-07-12 15:59:36;1;false
261;Flap;63739-460;Complete inspection;Good;true;false;false;;2024-10-21;ftp://inspection-server/aircraft/Flap/63739-460/2024-10-21;PENDING;;;2024-10-21 15:34:00;5;;;false
262;Cockpit window;60793-116;Rotating table plus camera;Really bad;true;false;true;surface finish inspected;2024-11-18;ftp://inspection-server/aircraft/A320neo/Cockpit window/60793-116/2024-11-18;VALIDATED;3;2024-11-23 19:05:09;2024-11-18 05:29:03;10;2024-11-23 19:05:09;3;false
263;Rudder;0615-7604;Big robot arm;Average;false;false;true;;2024-06-19;ftp://inspection-server/aircraft/A350/Rudder/0615-7604/2024-06-19;VALIDATED;1;2024-06-20 21:07:06;2024-06-19 01:30:31;10;2024-06-20 21:07:06;1;false
264;Fuselage panel;0615-7716;Gantry system;Not good;true;false;true;surface finish inspected;2025-02-25;ftp://inspection-server/aircraft/B747/Fuselage panel/0615-7716/2025-02-25;VALIDATED;2;2025-03-02 02:55:10;2025-02-25 19:46:50;9;2025-03-02 02:55:10;2;false
265;Tail fin;65841-260;Big robot arm;Good;false;false;true;;2025-02-28;ftp://inspection-server/aircraft/B737/Tail fin/65841-260/2025-02-28;VALIDATED;2;2025-03-03 05:28:06;2025-02-28 05:04:52;5;2025-03-03 05:28:06;2;false
266;Elevator;64380-741;Big robot arm;Not good;false;true;true;;2025-02-27;ftp://inspection-server/aircraft/A320neo/Elevator/64380-741/2025-02-27;VALIDATED;2;2025-03-02 23:50:11;2025-02-27 04:21:32;6;2025-03-02 23:50:11;2;false
267;Landing gear;62985-5081;Complete inspection;Average;false;true;false;;2025-04-30;ftp://inspection-server/aircraft/A350/Landing gear/62985-5081/2025-04-30;VALIDATED;1;2025-05-01 17:33:33;2025-04-30 22:52:34;5;2025-05-01 17:33:33;1;false
268;Engine cover;0409-0144;Camera only;Really bad;false;true;true;;2024-06-16;ftp://inspection-server/aircraft/B747/Engine cover/0409-0144/2024-06-16;VALIDATED;2;2024-06-16 13:52:05;2024-06-16 07:35:09;4;2024-06-16 13:52:05;2;false
269;Flap;63629-3345;Gantry system;Average;false;false;true;;2024-06-21;ftp://inspection-server/aircraft/B787/Flap/63629-3345/2024-06-21;REJECTED;;;2024-06-21 18:58:29;4;;;false
270;Rudder;53808-0577;Complete inspection;Average;false;true;false;;2025-04-13;ftp://inspection-server/aircraft/A350/Rudder/53808-0577/2025-04-13;VALIDATED;2;2025-04-13 18:00:18;2025-04-13 04:40:05;7;2025-04-13 18:00:18;2;false
271;Elevator;0268-1000;Complete inspection;Not good;false;true;true;packaging condition assessed;2024-08-24;ftp://inspection-server/aircraft/A320neo/Elevator/0268-1000/2024-08-24;PENDING;;;2024-08-24 23:09:51;4;;;false
272;Elevator;41520-008;Camera only;Not good;true;false;true;color consistency verified;2024-06-15;ftp://inspection-server/aircraft/B787/Elevator/41520-008/2024-06-15;PENDING;;;2024-06-15 02:23:12;7;;;false
273;Tail fin;21695-819;Complete inspection;Not good;false;true;false;dimensions measured;2025-01-09;ftp://inspection-server/aircraft/A380/Tail fin/21695-819/2025-01-09;VALIDATED;1;2025-01-15 23:57:07;2025-01-09 22:36:43;10;2025-01-15 23:57:07;1;false
274;Fuselage panel;36987-1556;Camera only;Good;true;false;false;dimensions measured;2025-02-18;ftp://inspection-server/aircraft/A350/Fuselage panel/36987-1556/2025-02-18;VALIDATED;1;2025-02-18 07:45:29;2025-02-18 02:17:36;4;2025-02-18 07:45:29;1;false
275;Landing gear;63629-2912;Camera only;Not good;true;true;false;;2025-05-26;ftp://inspection-server/aircraft/A350/Landing gear/63629-2912/2025-05-26;VALIDATED;1;2025-05-28 22:20:34;2025-05-26 17:15:39;8;2025-05-28 22:20:34;1;false
276;Flap;10819-5003;Complete inspection;Destroyed;true;true;true;;2024-08-30;ftp://inspection-server/aircraft/Flap/10819-5003/2024-08-30;PENDING;;;2024-08-30 15:48:44;4;;;false
277;Tail fin;50268-110;Rotating table plus camera;Destroyed;true;true;true;;2025-02-02;ftp://inspection-server/aircraft/Tail fin/50268-110/2025-02-02;VALIDATED;3;2025-02-09 00:30:31;2025-02-02 11:01:04;5;2025-02-09 00:30:31;3;false
278;Landing gear;65841-721;Complete inspection;Average;false;true;false;;2025-02-21;ftp://inspection-server/aircraft/A380/Landing gear/65841-721/2025-02-21;PENDING;;;2025-02-21 15:00:15;9;;;false
279;Fuselage panel;49999-024;Camera only;Average;false;false;true;;2024-07-29;ftp://inspection-server/aircraft/A350/Fuselage panel/49999-024/2024-07-29;VALIDATED;1;2024-07-31 03:00:41;2024-07-29 20:33:35;5;2024-07-31 03:00:41;1;false
280;Aileron;41250-055;Big robot arm;Good;false;true;false;packaging condition assessed;2024-11-25;ftp://inspection-server/aircraft/B737/Aileron/41250-055/2024-11-25;VALIDATED;3;2024-11-26 12:10:20;2024-11-25 04:33:30;10;2024-11-26 12:10:20;3;false
281;Wing A;60505-2608;Big robot arm;Good;false;false;false;;2025-04-12;ftp://inspection-server/aircraft/Wing A/60505-2608/2025-04-12;VALIDATED;1;2025-04-12 11:00:10;2025-04-12 10:15:54;6;2025-04-12 11:00:10;1;false
282;Fuselage panel;55319-237;Rotating table plus camera;Average;false;true;false;;2025-04-30;ftp://inspection-server/aircraft/B777/Fuselage panel/55319-237/2025-04-30;VALIDATED;2;2025-04-30 08:51:44;2025-04-30 08:15:03;4;2025-04-30 08:51:44;2;false
283;Elevator;0363-0196;Gantry system;Good;true;false;false;;2025-02-06;ftp://inspection-server/aircraft/B747/Elevator/0363-0196/2025-02-06;VALIDATED;1;2025-02-11 16:31:29;2025-02-06 04:38:34;9;2025-02-11 16:31:29;1;false
284;Flap;55319-271;Rotating table plus camera;Average;false;true;true;;2025-01-17;ftp://inspection-server/aircraft/B737/Flap/55319-271/2025-01-17;PENDING;;;2025-01-17 11:23:34;5;;;false
285;Wing A;0942-6319;Camera only;Really bad;true;false;true;;2024-06-12;ftp://inspection-server/aircraft/A350/Wing A/0942-6319/2024-06-12;PENDING;;;2024-06-12 07:36:24;5;;;false
286;Engine cover;0904-0005;Big robot arm;Average;false;true;false;;2024-08-17;ftp://inspection-server/aircraft/A320neo/Engine cover/0904-0005/2024-08-17;VALIDATED;3;2024-08-19 03:59:42;2024-08-17 00:14:32;8;2024-08-19 03:59:42;3;false
287;Cockpit window;51079-345;Gantry system;Good;false;false;true;;2025-01-04;ftp://inspection-server/aircraft/B747/Cockpit window/51079-345/2025-01-04;VALIDATED;2;2025-01-06 15:09:18;2025-01-04 06:36:19;10;2025-01-06 15:09:18;2;false
288;Flap;65044-3714;Camera only;Not good;true;true;false;color consistency verified;2025-04-07;ftp://inspection-server/aircraft/Flap/65044-3714/2025-04-07;VALIDATED;2;2025-04-07 09:11:51;2025-04-07 01:58:46;6;2025-04-07 09:11:51;2;false
289;Tail fin;11822-9004;Complete inspection;Average;false;false;true;;2024-10-11;ftp://inspection-server/aircraft/A380/Tail fin/11822-9004/2024-10-11;VALIDATED;3;2024-10-15 12:27:24;2024-10-11 08:03:06;6;2024-10-15 12:27:24;3;false
290;Aileron;55111-225;Gantry system;Destroyed;true;true;true;material composition checked;2024-09-16;ftp://inspection-server/aircraft/Aileron/55111-225/2024-09-16;PENDING;;;2024-09-16 11:08:49;6;;;false
291;Tail fin;43269-710;Gantry system;Not good;true;false;false;;2025-03-30;ftp://inspection-server/aircraft/A380/Tail fin/43269-710/2025-03-30;PENDING;;;2025-03-30 17:01:16;10;;;false
292;Engine cover;63187-021;Complete inspection;Really bad;false;true;true;surface finish inspected;2024-12-29;ftp://inspection-server/aircraft/B747/Engine cover/63187-021/2024-12-29;VALIDATED;3;2025-01-05 09:19:16;2024-12-29 11:11:46;5;2025-01-05 09:19:16;3;false
293;Rudder;49967-085;Camera only;Not good;true;true;true;material composition checked;2025-01-30;ftp://inspection-server/aircraft/B787/Rudder/49967-085/2025-01-30;VALIDATED;3;2025-02-02 17:07:53;2025-01-30 04:40:15;4;2025-02-02 17:07:53;3;false
294;Elevator;42333-101;Gantry system;Average;true;false;false;surface finish inspected;2025-04-18;ftp://inspection-server/aircraft/B747/Elevator/42333-101/2025-04-18;PENDING;;;2025-04-18 05:16:23;9;;;false
295;Aileron;49349-927;Complete inspection;Average;false;true;false;;2024-12-15;ftp://inspection-server/aircraft/B737/Aileron/49349-927/2024-12-15;VALIDATED;2;2024-12-15 04:06:36;2024-12-15 02:53:46;5;2024-12-15 04:06:36;2;false
296;Aileron;68472-089;Gantry system;Not good;true;false;false;;2025-04-25;ftp://inspection-server/aircraft/Aileron/68472-089/2025-04-25;PENDING;;;2025-04-25 19:13:17;5;;;false
297;Aileron;0074-2282;Gantry system;Not good;false;false;true;;2024-06-12;ftp://inspection-server/aircraft/A320neo/Aileron/0074-2282/2024-06-12;VALIDATED;3;2024-06-14 16:25:37;2024-06-12 15:10:37;9;2024-06-14 16:25:37;3;false
298;Cockpit window;61957-0907;Camera only;Good;true;false;false;;2024-11-03;ftp://inspection-server/aircraft/B787/Cockpit window/61957-0907/2024-11-03;VALIDATED;2;2024-11-07 01:22:13;2024-11-03 01:41:46;10;2024-11-07 01:22:13;2;false
299;Tail fin;11559-739;Camera only;Not good;true;true;false;;2024-11-23;ftp://inspection-server/aircraft/A320neo/Tail fin/11559-739/2024-11-23;VALIDATED;2;2024-11-28 09:05:50;2024-11-23 21:58:07;5;2024-11-28 09:05:50;2;false
300;Fuselage panel;0591-3128;Rotating table plus camera;Not good;false;false;true;packaging condition assessed;2024-12-28;ftp://inspection-server/aircraft/B737/Fuselage panel/0591-3128/2024-12-28;PENDING;;;2024-12-28 18:34:04;9;;;false
301;Cockpit window;16590-376;Camera only;Average;false;true;false;weight recorded;2024-06-20;ftp://inspection-server/aircraft/B777/Cockpit window/16590-376/2024-06-20;VALIDATED;3;2024-06-23 01:59:40;2024-06-20 10:58:49;9;2024-06-23 01:59:40;3;false
302;Wing A;59970-075;Gantry system;Not good;true;false;false;color consistency verified;2025-01-21;ftp://inspection-server/aircraft/A380/Wing A/59970-075/2025-01-21;VALIDATED;3;2025-01-27 15:52:13;2025-01-21 18:21:02;7;2025-01-27 15:52:13;3;false
303;Wing A;63629-3859;Camera only;Not good;true;false;false;packaging condition assessed;2025-02-18;ftp://inspection-server/aircraft/B787/Wing A/63629-3859/2025-02-18;VALIDATED;3;2025-02-20 20:25:13;2025-02-18 18:35:54;4;2025-02-20 20:25:13;3;false
304;Elevator;57337-003;Complete inspection;Not good;true;false;false;;2025-01-04;ftp://inspection-server/aircraft/B737/Elevator/57337-003/2025-01-04;PENDING;;;2025-01-04 20:39:08;6;;;false
305;Rudder;52544-982;Camera only;Really bad;true;false;true;packaging condition assessed;2025-03-18;ftp://inspection-server/aircraft/B777/Rudder/52544-982/2025-03-18;PENDING;;;2025-03-18 15:56:20;6;;;false
306;Wing A;43846-0036;Rotating table plus camera;Really bad;true;false;true;;2025-05-10;ftp://inspection-server/aircraft/A350/Wing A/43846-0036/2025-05-10;PENDING;;;2025-05-10 07:40:04;10;;;false
307;Tail fin;22431-526;Camera only;Not good;true;false;true;;2025-03-05;ftp://inspection-server/aircraft/B787/Tail fin/22431-526/2025-03-05;VALIDATED;3;2025-03-06 16:43:53;2025-03-05 16:16:25;8;2025-03-06 16:43:53;3;false
308;Tail fin;21695-020;Complete inspection;Average;true;false;false;;2024-12-18;ftp://inspection-server/aircraft/B777/Tail fin/21695-020/2024-12-18;VALIDATED;2;2024-12-21 22:40:01;2024-12-18 20:36:28;4;2024-12-21 22:40:01;2;false
309;Aileron;43857-0300;Gantry system;Good;false;false;true;color consistency verified;2024-06-23;ftp://inspection-server/aircraft/Aileron/43857-0300/2024-06-23;VALIDATED;2;2024-06-28 19:42:43;2024-06-23 21:17:17;9;2024-06-28 19:42:43;2;false
310;Tail fin;52410-3020;Big robot arm;Not good;true;false;true;material composition checked;2024-10-02;ftp://inspection-server/aircraft/A380/Tail fin/52410-3020/2024-10-02;VALIDATED;2;2024-10-05 18:06:00;2024-10-02 11:01:54;7;2024-10-05 18:06:00;2;false
311;Aileron;63739-545;Gantry system;Not good;false;false;true;;2025-04-11;ftp://inspection-server/aircraft/B787/Aileron/63739-545/2025-04-11;PENDING;;;2025-04-11 00:55:44;10;;;false
312;Elevator;63323-212;Big robot arm;Really bad;true;true;false;;2024-12-26;ftp://inspection-server/aircraft/Elevator/63323-212/2024-12-26;PENDING;;;2024-12-26 17:09:47;7;;;false
313;Wing A;68180-115;Big robot arm;Good;false;false;true;dimensions measured;2025-01-30;ftp://inspection-server/aircraft/A380/Wing A/68180-115/2025-01-30;VALIDATED;2;2025-02-04 15:26:47;2025-01-30 08:22:42;10;2025-02-04 15:26:47;2;false
314;Aileron;50988-191;Rotating table plus camera;Average;true;true;false;;2024-08-07;ftp://inspection-server/aircraft/B747/Aileron/50988-191/2024-08-07;PENDING;;;2024-08-07 11:52:13;10;;;false
315;Rudder;60760-515;Camera only;Perfect;false;false;false;;2024-07-04;ftp://inspection-server/aircraft/A320neo/Rudder/60760-515/2024-07-04;VALIDATED;3;2024-07-06 13:51:00;2024-07-04 08:59:14;6;2024-07-06 13:51:00;3;false
