id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_validated;user_validation;creation_date;user_creation;modification_date;user_modification;deleted
233;Rudder;68387-345;Camera only;Really bad;FALSE;TRUE;TRUE;color consistency verified;2024-07-04;ftp://inspection-server/aircraft/B737/Rudder/68387-345/2024-07-04;TRUE;1;2024-07-04 14:02:59;10;2024-07-05 16:33:54;1;false
234;Elevator;49884-821;Gantry system;Really bad;FALSE;TRUE;TRUE;;2025-03-04;ftp://inspection-server/aircraft/A320neo/Elevator/49884-821/2025-03-04;FALSE;;2025-03-04 11:21:37;7;;;false
235;Aileron;23558-0569;Complete inspection;Destroyed;TRUE;TRUE;TRUE;;2025-03-10;ftp://inspection-server/aircraft/B787/Aileron/23558-0569/2025-03-10;TRUE;2;2025-03-10 01:03:07;4;2025-03-13 10:20:14;2;false
236;Rudder;49349-723;Gantry system;Good;TRUE;FALSE;FALSE;;2024-09-26;ftp://inspection-server/aircraft/A320neo/Rudder/49349-723/2024-09-26;TRUE;1;2024-09-26 03:56:37;4;2024-09-28 01:29:56;1;false
237;Aileron;43538-120;Rotating table plus camera;Average;FALSE;TRUE;TRUE;;2025-05-07;ftp://inspection-server/aircraft/B787/Aileron/43538-120/2025-05-07;TRUE;2;2025-05-07 00:47:06;7;2025-05-09 08:10:55;2;false
238;Aileron;33261-049;Big robot arm;Not good;TRUE;TRUE;TRUE;weight recorded;2025-01-06;ftp://inspection-server/aircraft/A380/Aileron/33261-049/2025-01-06;TRUE;1;2025-01-06 01:44:33;10;2025-01-10 13:10:16;1;false
239;Flap;0228-2540;Rotating table plus camera;Average;FALSE;FALSE;TRUE;;2025-03-29;ftp://inspection-server/aircraft/B737/Flap/0228-2540/2025-03-29;TRUE;3;2025-03-29 12:58:06;5;2025-03-30 05:21:48;3;false
240;Tail fin;68220-130;Gantry system;Not good;FALSE;FALSE;TRUE;dimensions measured;2025-06-06;ftp://inspection-server/aircraft/B747/Tail fin/68220-130/2025-06-06;TRUE;1;2025-06-06 18:50:27;6;2025-06-08 22:24:37;1;false
241;Landing gear;62362-169;Rotating table plus camera;Not good;TRUE;TRUE;FALSE;color consistency verified;2024-11-25;ftp://inspection-server/aircraft/B787/Landing gear/62362-169/2024-11-25;TRUE;3;2024-11-25 21:09:30;6;2024-12-02 17:55:08;3;false
242;Fuselage panel;68382-142;Camera only;Good;FALSE;TRUE;FALSE;material composition checked;2024-08-23;ftp://inspection-server/aircraft/A380/Fuselage panel/68382-142/2024-08-23;TRUE;2;2024-08-23 13:21:36;10;2024-08-29 12:07:10;2;false
243;Cockpit window;43857-0183;Rotating table plus camera;Perfect;FALSE;FALSE;FALSE;surface finish inspected;2024-08-10;ftp://inspection-server/aircraft/A380/Cockpit window/43857-0183/2024-08-10;TRUE;1;2024-08-10 13:27:17;10;2024-08-15 16:39:42;1;false
244;Fuselage panel;0310-0213;Big robot arm;Perfect;FALSE;FALSE;FALSE;surface finish inspected;2024-08-08;ftp://inspection-server/aircraft/B737/Fuselage panel/0310-0213/2024-08-08;TRUE;2;2024-08-08 21:42:29;6;2024-08-10 16:49:24;2;false
245;Aileron;0268-1059;Complete inspection;Really bad;FALSE;TRUE;TRUE;;2024-06-11;ftp://inspection-server/aircraft/A380/Aileron/0268-1059/2024-06-11;TRUE;3;2024-06-11 02:40:30;9;2024-06-15 11:59:35;3;false
246;Flap;42291-679;Gantry system;Good;FALSE;TRUE;FALSE;;2024-08-24;ftp://inspection-server/aircraft/B787/Flap/42291-679/2024-08-24;TRUE;1;2024-08-24 04:25:43;8;2024-08-30 13:08:47;1;false
247;Elevator;0179-0146;Rotating table plus camera;Really bad;FALSE;TRUE;TRUE;;2024-07-16;ftp://inspection-server/aircraft/A320neo/Elevator/0179-0146/2024-07-16;TRUE;1;2024-07-16 06:55:07;10;2024-07-22 18:23:30;1;false
248;Rudder;36987-2298;Gantry system;Average;TRUE;FALSE;TRUE;;2025-05-17;ftp://inspection-server/aircraft/B787/Rudder/36987-2298/2025-05-17;TRUE;2;2025-05-17 10:26:15;7;2025-05-21 10:11:12;2;false
249;Elevator;63868-194;Rotating table plus camera;Average;FALSE;TRUE;FALSE;color consistency verified;2025-06-01;ftp://inspection-server/aircraft/A380/Elevator/63868-194/2025-06-01;TRUE;2;2025-06-01 11:17:18;4;2025-06-07 08:59:36;2;false
250;Landing gear;51346-042;Rotating table plus camera;Good;FALSE;FALSE;TRUE;color consistency verified;2025-04-12;ftp://inspection-server/aircraft/A350/Landing gear/51346-042/2025-04-12;TRUE;3;2025-04-12 11:18:32;5;2025-04-15 09:08:42;3;false
251;Fuselage panel;47593-459;Gantry system;Not good;FALSE;TRUE;TRUE;;2025-05-10;ftp://inspection-server/aircraft/B747/Fuselage panel/47593-459/2025-05-10;TRUE;3;2025-05-10 20:47:09;7;2025-05-14 15:24:29;3;false
252;Cockpit window;54569-0294;Camera only;Average;FALSE;TRUE;TRUE;;2024-08-18;ftp://inspection-server/aircraft/B787/Cockpit window/54569-0294/2024-08-18;TRUE;3;2024-08-18 06:49:19;6;2024-08-20 14:10:22;3;false
253;Wing A;0517-6510;Rotating table plus camera;Destroyed;TRUE;TRUE;TRUE;dimensions measured;2025-01-27;ftp://inspection-server/aircraft/B747/Wing A/0517-6510/2025-01-27;FALSE;;2025-01-27 13:15:16;7;;;false
254;Fuselage panel;59726-256;Complete inspection;Not good;FALSE;TRUE;FALSE;packaging condition assessed;2025-01-10;ftp://inspection-server/aircraft/B747/Fuselage panel/59726-256/2025-01-10;TRUE;1;2025-01-10 20:10:44;4;2025-01-12 01:03:42;1;false
255;Aileron;63629-4720;Big robot arm;Average;TRUE;FALSE;TRUE;;2024-06-11;ftp://inspection-server/aircraft/B737/Aileron/63629-4720/2024-06-11;TRUE;2;2024-06-11 23:38:25;6;2024-06-14 04:42:05;2;false
256;Aileron;55714-4513;Rotating table plus camera;Good;FALSE;TRUE;FALSE;;2025-01-05;ftp://inspection-server/aircraft/B787/Aileron/55714-4513/2025-01-05;TRUE;1;2025-01-05 07:00:10;7;2025-01-06 07:03:12;1;false
257;Landing gear;68400-305;Big robot arm;Good;FALSE;FALSE;FALSE;material composition checked;2025-06-07;ftp://inspection-server/aircraft/A350/Landing gear/68400-305/2025-06-07;TRUE;1;2025-06-07 09:47:47;9;2025-06-09 19:52:58;1;false
258;Tail fin;12488-1100;Big robot arm;Average;FALSE;FALSE;TRUE;packaging condition assessed;2025-04-18;ftp://inspection-server/aircraft/B787/Tail fin/12488-1100/2025-04-18;TRUE;2;2025-04-18 18:08:43;5;2025-04-19 03:42:00;2;false
259;Elevator;57520-0575;Camera only;Not good;FALSE;FALSE;TRUE;surface finish inspected;2024-08-09;ftp://inspection-server/aircraft/A350/Elevator/57520-0575/2024-08-09;TRUE;1;2024-08-09 10:27:07;9;2024-08-12 13:21:19;1;false
260;Flap;24236-727;Camera only;Not good;TRUE;FALSE;FALSE;material composition checked;2024-07-09;ftp://inspection-server/aircraft/A380/Flap/24236-727/2024-07-09;TRUE;1;2024-07-09 20:04:43;7;2024-07-12 10:19:50;1;false
261;Flap;63739-460;Complete inspection;Good;TRUE;FALSE;FALSE;;2024-10-21;ftp://inspection-server/aircraft/Flap/63739-460/2024-10-21;TRUE;1;2024-10-21 13:54:00;5;2024-10-25 00:23:28;1;false
262;Cockpit window;60793-116;Rotating table plus camera;Average;TRUE;FALSE;TRUE;surface finish inspected;2024-11-18;ftp://inspection-server/aircraft/A320neo/Cockpit window/60793-116/2024-11-18;TRUE;3;2024-11-18 16:14:29;10;2024-11-21 02:31:52;3;false
263;Rudder;0615-7604;Big robot arm;Good;FALSE;FALSE;TRUE;;2024-06-19;ftp://inspection-server/aircraft/A350/Rudder/0615-7604/2024-06-19;TRUE;1;2024-06-19 22:56:23;10;2024-06-23 00:11:08;1;false
264;Fuselage panel;0615-7716;Gantry system;Really bad;TRUE;FALSE;TRUE;surface finish inspected;2025-02-25;ftp://inspection-server/aircraft/B747/Fuselage panel/0615-7716/2025-02-25;TRUE;1;2025-02-25 10:43:47;9;2025-03-03 07:46:13;1;false
265;Tail fin;65841-260;Big robot arm;Not good;FALSE;FALSE;TRUE;;2025-02-28;ftp://inspection-server/aircraft/B737/Tail fin/65841-260/2025-02-28;TRUE;3;2025-02-28 20:32:21;5;2025-03-06 07:46:21;3;false
266;Elevator;64380-741;Big robot arm;Not good;FALSE;TRUE;TRUE;;2025-02-27;ftp://inspection-server/aircraft/A320neo/Elevator/64380-741/2025-02-27;TRUE;2;2025-02-27 07:48:47;6;2025-03-03 23:00:48;2;false
267;Landing gear;62985-5081;Complete inspection;Average;FALSE;TRUE;FALSE;;2025-04-30;ftp://inspection-server/aircraft/A350/Landing gear/62985-5081/2025-04-30;TRUE;3;2025-04-30 10:12:20;5;2025-05-05 11:41:29;3;false
268;Engine cover;0409-0144;Camera only;Not good;FALSE;TRUE;TRUE;;2024-06-16;ftp://inspection-server/aircraft/B747/Engine cover/0409-0144/2024-06-16;TRUE;2;2024-06-16 14:13:14;4;2024-06-23 07:11:55;2;false
269;Flap;63629-3345;Gantry system;Average;FALSE;FALSE;TRUE;;2024-06-21;ftp://inspection-server/aircraft/B787/Flap/63629-3345/2024-06-21;TRUE;2;2024-06-21 05:03:19;4;2024-06-26 22:48:45;2;false
270;Rudder;53808-0577;Complete inspection;Good;FALSE;TRUE;FALSE;;2025-04-13;ftp://inspection-server/aircraft/A350/Rudder/53808-0577/2025-04-13;TRUE;2;2025-04-13 04:10:37;7;2025-04-20 00:15:13;2;false
271;Elevator;0268-1000;Complete inspection;Average;FALSE;TRUE;TRUE;packaging condition assessed;2024-08-24;ftp://inspection-server/aircraft/A320neo/Elevator/0268-1000/2024-08-24;TRUE;2;2024-08-24 05:04:42;4;2024-08-26 04:19:22;2;false
272;Elevator;41520-008;Camera only;Average;TRUE;FALSE;TRUE;color consistency verified;2024-06-15;ftp://inspection-server/aircraft/B787/Elevator/41520-008/2024-06-15;TRUE;3;2024-06-15 20:10:03;7;2024-06-21 21:11:16;3;false
273;Tail fin;21695-819;Complete inspection;Average;FALSE;TRUE;FALSE;dimensions measured;2025-01-09;ftp://inspection-server/aircraft/A380/Tail fin/21695-819/2025-01-09;TRUE;1;2025-01-09 07:14:16;10;2025-01-15 19:40:52;1;false
274;Fuselage panel;36987-1556;Camera only;Average;TRUE;FALSE;FALSE;dimensions measured;2025-02-18;ftp://inspection-server/aircraft/A350/Fuselage panel/36987-1556/2025-02-18;TRUE;2;2025-02-18 09:35:04;4;2025-02-23 15:08:29;2;false
275;Landing gear;63629-2912;Camera only;Really bad;TRUE;TRUE;FALSE;;2025-05-26;ftp://inspection-server/aircraft/A350/Landing gear/63629-2912/2025-05-26;TRUE;3;2025-05-26 05:54:07;8;2025-05-30 13:23:09;3;false
276;Flap;10819-5003;Complete inspection;Destroyed;TRUE;TRUE;TRUE;;2024-08-30;ftp://inspection-server/aircraft/Flap/10819-5003/2024-08-30;TRUE;3;2024-08-30 09:55:02;4;2024-09-04 09:25:11;3;false
277;Tail fin;50268-110;Rotating table plus camera;Really bad;TRUE;TRUE;TRUE;;2025-02-02;ftp://inspection-server/aircraft/Tail fin/50268-110/2025-02-02;TRUE;1;2025-02-02 08:22:54;5;2025-02-04 21:08:27;1;false
278;Landing gear;65841-721;Complete inspection;Good;FALSE;TRUE;FALSE;;2025-02-21;ftp://inspection-server/aircraft/A380/Landing gear/65841-721/2025-02-21;TRUE;1;2025-02-21 19:51:33;9;2025-02-23 08:19:49;1;false
279;Fuselage panel;49999-024;Camera only;Good;FALSE;FALSE;TRUE;;2024-07-29;ftp://inspection-server/aircraft/A350/Fuselage panel/49999-024/2024-07-29;TRUE;3;2024-07-29 15:25:31;5;2024-07-31 08:05:12;3;false
280;Aileron;41250-055;Big robot arm;Average;FALSE;TRUE;FALSE;packaging condition assessed;2024-11-25;ftp://inspection-server/aircraft/B737/Aileron/41250-055/2024-11-25;TRUE;2;2024-11-25 12:36:01;10;2024-11-30 23:18:10;2;false
281;Wing A;60505-2608;Big robot arm;Good;FALSE;FALSE;FALSE;;2025-04-12;ftp://inspection-server/aircraft/Wing A/60505-2608/2025-04-12;TRUE;1;2025-04-12 03:49:02;6;2025-04-14 23:37:52;1;false
282;Fuselage panel;55319-237;Rotating table plus camera;Good;FALSE;TRUE;FALSE;;2025-04-30;ftp://inspection-server/aircraft/B777/Fuselage panel/55319-237/2025-04-30;TRUE;2;2025-04-30 10:21:22;4;2025-05-03 15:38:08;2;false
283;Elevator;0363-0196;Gantry system;Not good;TRUE;FALSE;FALSE;;2025-02-06;ftp://inspection-server/aircraft/B747/Elevator/0363-0196/2025-02-06;TRUE;2;2025-02-06 17:21:40;9;2025-02-10 09:31:40;2;false
284;Flap;55319-271;Rotating table plus camera;Not good;FALSE;TRUE;TRUE;;2025-01-17;ftp://inspection-server/aircraft/B737/Flap/55319-271/2025-01-17;TRUE;1;2025-01-17 19:23:04;5;2025-01-18 06:40:34;1;false
285;Wing A;0942-6319;Camera only;Average;TRUE;FALSE;TRUE;;2024-06-12;ftp://inspection-server/aircraft/A350/Wing A/0942-6319/2024-06-12;TRUE;3;2024-06-12 11:21:41;5;2024-06-19 01:08:48;3;false
286;Engine cover;0904-0005;Big robot arm;Average;FALSE;TRUE;FALSE;;2024-08-17;ftp://inspection-server/aircraft/A320neo/Engine cover/0904-0005/2024-08-17;TRUE;2;2024-08-17 00:21:42;8;2024-08-23 16:19:32;2;false
287;Cockpit window;51079-345;Gantry system;Not good;FALSE;FALSE;TRUE;;2025-01-04;ftp://inspection-server/aircraft/B747/Cockpit window/51079-345/2025-01-04;TRUE;3;2025-01-04 00:07:20;10;2025-01-05 19:03:53;3;false
288;Flap;65044-3714;Camera only;Really bad;TRUE;TRUE;FALSE;color consistency verified;2025-04-07;ftp://inspection-server/aircraft/Flap/65044-3714/2025-04-07;TRUE;1;2025-04-07 07:47:19;6;2025-04-07 09:51:05;1;false
289;Tail fin;11822-9004;Complete inspection;Average;FALSE;FALSE;TRUE;;2024-10-11;ftp://inspection-server/aircraft/A380/Tail fin/11822-9004/2024-10-11;TRUE;1;2024-10-11 17:30:23;6;2024-10-11 18:05:21;1;false
290;Aileron;55111-225;Gantry system;Really bad;TRUE;TRUE;TRUE;material composition checked;2024-09-16;ftp://inspection-server/aircraft/Aileron/55111-225/2024-09-16;TRUE;1;2024-09-16 22:45:34;6;2024-09-21 20:24:09;1;false
291;Tail fin;43269-710;Gantry system;Good;TRUE;FALSE;FALSE;;2025-03-30;ftp://inspection-server/aircraft/A380/Tail fin/43269-710/2025-03-30;TRUE;1;2025-03-30 06:27:19;10;2025-04-01 00:12:41;1;false
292;Engine cover;63187-021;Complete inspection;Really bad;FALSE;TRUE;TRUE;surface finish inspected;2024-12-29;ftp://inspection-server/aircraft/B747/Engine cover/63187-021/2024-12-29;TRUE;2;2024-12-29 17:36:56;5;2024-12-29 19:01:23;2;false
293;Rudder;49967-085;Camera only;Not good;TRUE;TRUE;TRUE;material composition checked;2025-01-30;ftp://inspection-server/aircraft/B787/Rudder/49967-085/2025-01-30;TRUE;3;2025-01-30 08:38:14;4;2025-02-03 21:48:57;3;false
294;Elevator;42333-101;Gantry system;Good;TRUE;FALSE;FALSE;surface finish inspected;2025-04-18;ftp://inspection-server/aircraft/B747/Elevator/42333-101/2025-04-18;TRUE;2;2025-04-18 07:40:24;9;2025-04-19 22:59:55;2;false
295;Aileron;49349-927;Complete inspection;Good;FALSE;TRUE;FALSE;;2024-12-15;ftp://inspection-server/aircraft/B737/Aileron/49349-927/2024-12-15;TRUE;2;2024-12-15 00:36:30;5;2024-12-17 12:53:38;2;false
296;Aileron;68472-089;Gantry system;Not good;TRUE;FALSE;FALSE;;2025-04-25;ftp://inspection-server/aircraft/Aileron/68472-089/2025-04-25;TRUE;3;2025-04-25 08:56:29;5;2025-04-30 17:16:43;3;false
297;Aileron;0074-2282;Gantry system;Average;FALSE;FALSE;TRUE;;2024-06-12;ftp://inspection-server/aircraft/A320neo/Aileron/0074-2282/2024-06-12;TRUE;1;2024-06-12 15:35:02;9;2024-06-14 01:18:06;1;false
298;Cockpit window;61957-0907;Camera only;Good;TRUE;FALSE;FALSE;;2024-11-03;ftp://inspection-server/aircraft/B787/Cockpit window/61957-0907/2024-11-03;TRUE;3;2024-11-03 23:07:37;10;2024-11-07 02:55:59;3;false
299;Tail fin;11559-739;Camera only;Not good;TRUE;TRUE;FALSE;;2024-11-23;ftp://inspection-server/aircraft/A320neo/Tail fin/11559-739/2024-11-23;TRUE;2;2024-11-23 15:24:46;5;2024-11-29 09:54:51;2;false
300;Fuselage panel;0591-3128;Rotating table plus camera;Good;FALSE;FALSE;TRUE;packaging condition assessed;2024-12-28;ftp://inspection-server/aircraft/B737/Fuselage panel/0591-3128/2024-12-28;TRUE;1;2024-12-28 06:58:03;9;2024-12-28 18:58:01;1;false
301;Cockpit window;16590-376;Camera only;Good;FALSE;TRUE;FALSE;weight recorded;2024-06-20;ftp://inspection-server/aircraft/B777/Cockpit window/16590-376/2024-06-20;TRUE;3;2024-06-20 09:29:32;9;2024-06-24 15:23:09;3;false
302;Wing A;59970-075;Gantry system;Not good;TRUE;FALSE;FALSE;color consistency verified;2025-01-21;ftp://inspection-server/aircraft/A380/Wing A/59970-075/2025-01-21;TRUE;2;2025-01-21 04:02:46;7;2025-01-26 14:14:42;2;false
303;Wing A;63629-3859;Camera only;Not good;TRUE;FALSE;FALSE;packaging condition assessed;2025-02-18;ftp://inspection-server/aircraft/B787/Wing A/63629-3859/2025-02-18;TRUE;1;2025-02-18 20:37:20;4;2025-02-24 18:34:01;1;false
304;Elevator;57337-003;Complete inspection;Average;TRUE;FALSE;FALSE;;2025-01-04;ftp://inspection-server/aircraft/B737/Elevator/57337-003/2025-01-04;TRUE;3;2025-01-04 18:33:10;6;2025-01-09 13:28:56;3;false
305;Rudder;52544-982;Camera only;Not good;TRUE;FALSE;TRUE;packaging condition assessed;2025-03-18;ftp://inspection-server/aircraft/B777/Rudder/52544-982/2025-03-18;TRUE;3;2025-03-18 05:07:30;6;2025-03-24 11:23:15;3;false
306;Wing A;43846-0036;Rotating table plus camera;Not good;TRUE;FALSE;TRUE;;2025-05-10;ftp://inspection-server/aircraft/A350/Wing A/43846-0036/2025-05-10;TRUE;3;2025-05-10 12:57:44;10;2025-05-14 01:58:36;3;false
307;Tail fin;22431-526;Camera only;Average;TRUE;FALSE;TRUE;;2025-03-05;ftp://inspection-server/aircraft/B787/Tail fin/22431-526/2025-03-05;TRUE;3;2025-03-05 17:14:16;8;2025-03-07 05:52:19;3;false
308;Tail fin;21695-020;Complete inspection;Good;TRUE;FALSE;FALSE;;2024-12-18;ftp://inspection-server/aircraft/B777/Tail fin/21695-020/2024-12-18;TRUE;2;2024-12-18 20:38:23;4;2024-12-23 04:58:18;2;false
309;Aileron;43857-0300;Gantry system;Average;FALSE;FALSE;TRUE;color consistency verified;2024-06-23;ftp://inspection-server/aircraft/Aileron/43857-0300/2024-06-23;TRUE;2;2024-06-23 18:54:27;9;2024-06-29 08:51:51;2;false
310;Tail fin;52410-3020;Big robot arm;Not good;TRUE;FALSE;TRUE;material composition checked;2024-10-02;ftp://inspection-server/aircraft/A380/Tail fin/52410-3020/2024-10-02;TRUE;2;2024-10-02 07:36:40;7;2024-10-03 17:13:19;2;false
311;Aileron;63739-545;Gantry system;Good;FALSE;FALSE;TRUE;;2025-04-11;ftp://inspection-server/aircraft/B787/Aileron/63739-545/2025-04-11;TRUE;1;2025-04-11 03:35:44;10;2025-04-13 17:37:27;1;false
312;Elevator;63323-212;Big robot arm;Really bad;TRUE;TRUE;FALSE;;2024-12-26;ftp://inspection-server/aircraft/Elevator/63323-212/2024-12-26;FALSE;;2024-12-26 10:54:27;7;;;false
313;Wing A;68180-115;Big robot arm;Not good;FALSE;FALSE;TRUE;dimensions measured;2025-01-30;ftp://inspection-server/aircraft/A380/Wing A/68180-115/2025-01-30;TRUE;2;2025-01-30 17:47:38;10;2025-02-03 23:23:20;2;false
314;Aileron;50988-191;Rotating table plus camera;Really bad;TRUE;TRUE;FALSE;;2024-08-07;ftp://inspection-server/aircraft/B747/Aileron/50988-191/2024-08-07;TRUE;3;2024-08-07 06:32:33;10;2024-08-09 06:15:53;3;false
315;Rudder;60760-515;Camera only;Almost perfect;FALSE;FALSE;FALSE;;2024-07-04;ftp://inspection-server/aircraft/A320neo/Rudder/60760-515/2024-07-04;TRUE;3;2024-07-04 19:03:38;6;2024-07-05 02:00:20;3;false
316;Wing A;36987-2486;Complete inspection;Not good;TRUE;TRUE;TRUE;color consistency verified;2024-11-21;ftp://inspection-server/aircraft/B787/Wing A/36987-2486/2024-11-21;TRUE;2;2024-11-21 15:09:58;10;2024-11-27 10:26:07;2;false
317;Cockpit window;54569-3322;Complete inspection;Good;TRUE;FALSE;FALSE;;2025-02-03;ftp://inspection-server/aircraft/B777/Cockpit window/54569-3322/2025-02-03;FALSE;;2025-02-03 01:02:54;6;;;false
318;Flap;68828-075;Complete inspection;Average;TRUE;TRUE;FALSE;;2025-01-15;ftp://inspection-server/aircraft/Flap/68828-075/2025-01-15;TRUE;3;2025-01-15 13:47:34;4;2025-01-17 06:12:44;3;false
319;Landing gear;52959-579;Camera only;Not good;TRUE;FALSE;FALSE;;2025-04-12;ftp://inspection-server/aircraft/Landing gear/52959-579/2025-04-12;TRUE;2;2025-04-12 02:50:36;7;2025-04-17 14:07:42;2;false
320;Cockpit window;51079-126;Rotating table plus camera;Not good;TRUE;TRUE;TRUE;;2025-02-25;ftp://inspection-server/aircraft/B787/Cockpit window/51079-126/2025-02-25;TRUE;2;2025-02-25 18:39:39;4;2025-03-02 00:58:58;2;false
321;Fuselage panel;0113-0404;Complete inspection;Average;TRUE;FALSE;FALSE;weight recorded;2025-05-28;ftp://inspection-server/aircraft/Fuselage panel/0113-0404/2025-05-28;TRUE;1;2025-05-28 14:06:34;10;2025-06-03 03:57:12;1;false
322;Elevator;59779-335;Rotating table plus camera;Not good;FALSE;TRUE;TRUE;;2024-10-28;ftp://inspection-server/aircraft/A380/Elevator/59779-335/2024-10-28;TRUE;3;2024-10-28 09:57:21;4;2024-10-30 12:17:44;3;false
323;Wing A;25021-140;Big robot arm;Average;FALSE;TRUE;FALSE;;2024-11-25;ftp://inspection-server/aircraft/B787/Wing A/25021-140/2024-11-25;TRUE;1;2024-11-25 08:00:29;4;2024-12-01 12:22:11;1;false
324;Aileron;60760-239;Gantry system;Good;TRUE;FALSE;FALSE;;2025-04-22;ftp://inspection-server/aircraft/B787/Aileron/60760-239/2025-04-22;TRUE;2;2025-04-22 20:48:15;10;2025-04-29 02:27:40;2;false
325;Wing A;59115-065;Camera only;Good;FALSE;TRUE;FALSE;;2025-04-22;ftp://inspection-server/aircraft/A320neo/Wing A/59115-065/2025-04-22;TRUE;2;2025-04-22 08:32:04;9;2025-04-24 00:12:45;2;false
326;Elevator;52584-805;Gantry system;Average;TRUE;FALSE;TRUE;material composition checked;2024-11-23;ftp://inspection-server/aircraft/B747/Elevator/52584-805/2024-11-23;TRUE;2;2024-11-23 13:46:37;6;2024-11-29 22:50:59;2;false
327;Elevator;68703-043;Camera only;Really bad;TRUE;TRUE;FALSE;;2024-08-03;ftp://inspection-server/aircraft/A350/Elevator/68703-043/2024-08-03;TRUE;3;2024-08-03 13:28:16;7;2024-08-06 12:32:01;3;false
328;Rudder;0268-6677;Gantry system;Average;FALSE;TRUE;FALSE;;2024-12-16;ftp://inspection-server/aircraft/Rudder/0268-6677/2024-12-16;TRUE;1;2024-12-16 01:27:02;6;2024-12-17 07:30:00;1;false
329;Fuselage panel;0832-0400;Rotating table plus camera;Good;FALSE;FALSE;TRUE;;2025-04-01;ftp://inspection-server/aircraft/A350/Fuselage panel/0832-0400/2025-04-01;TRUE;3;2025-04-01 23:24:56;6;2025-04-07 08:29:15;3;false
330;Landing gear;16590-101;Big robot arm;Good;FALSE;TRUE;FALSE;material composition checked;2024-10-31;ftp://inspection-server/aircraft/Landing gear/16590-101/2024-10-31;TRUE;1;2024-10-31 17:15:20;7;2024-10-31 18:10:44;1;false
331;Aileron;49884-136;Rotating table plus camera;Not good;FALSE;TRUE;TRUE;packaging condition assessed;2024-11-14;ftp://inspection-server/aircraft/Aileron/49884-136/2024-11-14;TRUE;3;2024-11-14 03:58:40;9;2024-11-15 20:15:03;3;false
332;Elevator;0378-1430;Complete inspection;Not good;TRUE;TRUE;FALSE;material composition checked;2025-06-05;ftp://inspection-server/aircraft/B777/Elevator/0378-1430/2025-06-05;TRUE;3;2025-06-05 08:09:48;4;2025-06-10 20:03:54;3;false
333;Elevator;62670-4591;Gantry system;Not good;FALSE;TRUE;FALSE;packaging condition assessed;2024-11-10;ftp://inspection-server/aircraft/B747/Elevator/62670-4591/2024-11-10;TRUE;2;2024-11-10 20:53:03;5;2024-11-13 19:10:00;2;false
334;Tail fin;33261-393;Camera only;Average;FALSE;FALSE;TRUE;color consistency verified;2024-08-04;ftp://inspection-server/aircraft/B737/Tail fin/33261-393/2024-08-04;TRUE;3;2024-08-04 20:25:53;6;2024-08-10 06:21:54;3;false
335;Engine cover;63739-469;Gantry system;Good;FALSE;FALSE;FALSE;surface finish inspected;2024-12-30;ftp://inspection-server/aircraft/A320neo/Engine cover/63739-469/2024-12-30;TRUE;3;2024-12-30 11:54:12;7;2025-01-05 10:15:22;3;false
336;Elevator;68094-205;Rotating table plus camera;Really bad;TRUE;TRUE;FALSE;surface finish inspected;2024-12-22;ftp://inspection-server/aircraft/A320neo/Elevator/68094-205/2024-12-22;TRUE;3;2024-12-22 13:33:34;8;2024-12-22 19:54:58;3;false
337;Rudder;37000-185;Complete inspection;Perfect;FALSE;FALSE;FALSE;;2025-01-27;ftp://inspection-server/aircraft/B737/Rudder/37000-185/2025-01-27;TRUE;2;2025-01-27 21:39:29;6;2025-01-29 02:33:59;2;false
338;Elevator;55154-9410;Big robot arm;Not good;FALSE;TRUE;TRUE;material composition checked;2025-04-10;ftp://inspection-server/aircraft/Elevator/55154-9410/2025-04-10;TRUE;3;2025-04-10 19:54:00;5;2025-04-13 01:20:45;3;false
339;Aileron;55154-3482;Camera only;Average;FALSE;FALSE;TRUE;;2025-04-22;ftp://inspection-server/aircraft/B787/Aileron/55154-3482/2025-04-22;TRUE;3;2025-04-22 15:26:58;8;2025-04-28 06:13:25;3;false
340;Engine cover;33261-737;Complete inspection;Average;FALSE;FALSE;TRUE;;2025-04-17;ftp://inspection-server/aircraft/Engine cover/33261-737/2025-04-17;TRUE;2;2025-04-17 00:58:24;5;2025-04-21 17:37:14;2;false
341;Fuselage panel;52072-001;Camera only;Average;TRUE;FALSE;TRUE;;2024-12-09;ftp://inspection-server/aircraft/A380/Fuselage panel/52072-001/2024-12-09;TRUE;1;2024-12-09 11:38:52;8;2024-12-13 20:08:10;1;false
342;Tail fin;0132-0185;Rotating table plus camera;Good;FALSE;FALSE;FALSE;surface finish inspected;2025-02-08;ftp://inspection-server/aircraft/A350/Tail fin/0132-0185/2025-02-08;TRUE;1;2025-02-08 21:19:26;5;2025-02-10 21:04:13;1;false
343;Aileron;37205-692;Camera only;Good;TRUE;FALSE;FALSE;weight recorded;2025-02-28;ftp://inspection-server/aircraft/B737/Aileron/37205-692/2025-02-28;TRUE;3;2025-02-28 09:26:56;5;2025-03-04 08:21:38;3;false
344;Cockpit window;54569-2198;Gantry system;Average;TRUE;FALSE;TRUE;material composition checked;2024-12-07;ftp://inspection-server/aircraft/B787/Cockpit window/54569-2198/2024-12-07;TRUE;2;2024-12-07 16:06:38;10;2024-12-12 21:41:45;2;false
